id,id_company,Currency,id_currency,Sector,id_sector,Target Customer,id_target_customer,Country,id_country,Deal Team,id_deal_team,Financial Quarter,End of Quarter,Revenue Run Rate (RRR),Net New ARR,cARR,ARR YoY Growth (in %),Revenue,LTM Revenue,Revenue as % of ARR,Revenue YoY Growth (in %),Subscription,Professional Services,Other Non-Recurring,COGS,Gross Profit,Gross Margin (in %),Operating Expenses,Opex as % of Revenue,Opex YoY Growth (in %),Sales & Marketing,S&M as % of Revenue,S&M Expenses YoY Growth (in %),Research & Development,R&D as % of Revenue,R&D Expenses YoY Growth (in %),General & Administrative,G&A as % of Revenue,G&A Expenses YoY Growth (in %),EBITDA,Depreciation and Amortization,EBIT,Interest Income,Interest Expenses,Taxes,Other,Net Income,Cash Burn (OCF & ICF),Monthly Burn (Qtly. avg),Financing Cash Flow (FCF),Ending cash,Cash Runway (Months),Total Current Assets (excluding Cash),Total Current Liabilities,Working Capital,Financial Debt,New ARR,Expansion & Upsell,Churn & Reduction,Gross New ARR,GNARR YoY Growth (in %),Expansion & Upsell (in %),Churn & Reduction (in %),Annualized $ Expansion & Upsell (in %),Annualized $ Churn & Reduction (in %),Expansion & Upsell % of Gross New ARR,Annualized $ Net Expansion (in %),Net Expansion TTM (in %),Quick Ratio,Quick Ratio TTM,LTM Capital Efficiency (ARR),LTM New Revenue/ Cash Burn,LTM GP / LTM Cash Burn,LTM GP / LTM S&M,Capital Efficiency (NNARR/Cash Burn),LTM Rule of 40% (ARR),LTM Rule of 40% (Rev),LTM Magic Number (ARR),LTM Magic Number (Rev),"ACV (EoP, Aggregate)",ACV YoY Growth (in %),New ARR / New Customers,New ARR / New Customers YoY Growth (in %),CAC Payback (months),LTV/CAC (TTM),LTV/CAC,CAC,LTV,Customer Lifetime,New Customers,Churned Customers,Customers (EoP),Annualized Logo Churn (in %),Headcount (HC),HC YoY Growth (in %),Sales Reps,Sales Reps as % of HC,Sales Reps YoY Growth (in %),Research & Development HC,R&D HC as % of HC,R&D HC YoY Growth (in %),General & Administrative HC,G&A as % of HC,G&A YoY Growth (in %),ARR / HC,ARR / HC,RRR / HC,Opex Run Rate / HC,Cash Burn / HC,NNARR / Sales Reps,EqV,TEV/ARR,TEV/ARR Growth Adj.,TEV/ARR (end of cash),TEV/LTM Revenue,TEV/LTM Revenue Growth Adj.,TEV/LTM Revenue (end of cash),Quarter Order,Quarter_old,Date,Order
3720506,95,â‚¬ (EUR),2,FinTech,12,Enterprise,2,United Kingdom,7,EU,2,Q3-FY19,2019-09-30T00:00:00.0000000,2371.68,1029.78,2955.636,3.524966931,592.92,1601.64,0.20060657,2.519230769,,,,97.2,495.72,0.8360655738,1499.04,2.528233151,4.68852459,819.72,1.382513661,3.928571429,163.08,0.2750455373,5.863636364,596.16,1.005464481,7.23880597,-1003.32,,-1003.32,,,,123.12,-880.2,-1007.748,-335.916,980.64,768.636,3.325700935,,,,,428.868,620.784,-32.4,1049.652,6.313017306,0.324050062,-0.01691284249,1.296200248,-0.06765136994,0.5914188703,2.228548878,2.336936025,32.39666667,27.05882353,1.059855829,,0.6139696744,0.769470405,1.021862609,2.431238003,1.425501841,1.328286604,0.9794392523,134.3470909,1.673844096,107.217,2.298172757,11.42515192,,56091.28213,0.02937319885,1647.580384,-4.25,4,1,22,0.2352941176,,,,,,,,,,,,,,,,,,,,,,,,,Q3,Q3-19,2019-07-01T00:00:00.0000000,7
3720507,86,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q4-FY19,2019-12-30T00:00:00.0000000,12248,1444,13034.876,0.8094253705,3062,11137,0.2349082569,0.8112336651,,,,863,2199,0.7181580666,9751,3.184519922,0.643206987,5301,1.731221424,1.185716627,3016,0.9849771391,0.3889193534,1435,0.4686479425,0.07300650253,-7552,,-7552,,,,-89,-7641,-6358,-2119.333333,,35421,17.18631732,,,,,1163,316,-35,1479,-0.3225388441,0.02726329336,-0.003019668568,0.1090531734,-0.01207867427,0.2136578769,1.096974499,1.106848272,42.25714286,30.9025641,0.3164672849,0.2995554924,0.4512820226,0.5645325548,0.2271154451,-1.085429617,-1.083621323,0.3958856677,0.3724460724,325.8719,0.08565522227,145.375,0.4644570113,174246.4095,16.57242954,29.23971971,662.625,19374.96927,8.25,8,-1,40,-0.1212121212,249,1.305555556,66,0.265060241,,,,,,,,52.3488996,52.3488996,49.18875502,156.6425703,102.1365462,21.87878788,,,,,,,,Q4,Q4-19,2019-10-01T00:00:00.0000000,16
3720508,95,â‚¬ (EUR),2,FinTech,12,Enterprise,2,United Kingdom,7,EU,2,Q4-FY19,2019-12-30T00:00:00.0000000,3300.48,524.556,3480.192,2.215005487,825.12,2202.12,0.2370903674,2.673076923,,,,152.28,672.84,0.8154450262,2590.92,3.140052356,5.519021739,1380.24,1.672774869,5.908108108,234.36,0.2840314136,3.094339623,1003.32,1.215968586,6.146153846,-1918.08,,-1918.08,,,,171.72,-1746.36,-2856.06,-952.02,9122.76,7035.336,10.92497764,,,,,257.256,318.168,-39.42,575.424,0.352284264,0.1084803182,-0.01344036528,0.4339212726,-0.05376146113,0.5529279279,1.380159811,1.763386126,14.59726027,19.87129551,0.518702834,0.3457863134,0.3955515058,0.6275018532,0.1836642087,0.6480609067,1.106132342,0.8228687917,0.8243143069,139.20768,0.6718028534,85.752,,38.72124461,,64632.49501,0.03256356815,2104.664656,,3,,25,,,,,,,,,,,,,,,,,,,23868,4.836705561,0.02183608839,3.347808185,7.643845022,0.02887100924,5.149689109,Q4,Q4-19,2019-10-01T00:00:00.0000000,8
3720509,86,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q1-FY20,2020-03-30T00:00:00.0000000,14004,577,13611.876,0.6105153459,3501,12709,0.2572018728,0.8149300156,,,,794,2707,0.773207655,9907,2.829762925,0.7175797503,5058,1.444730077,1.097014925,3598,1.02770637,0.5501938819,1251,0.3573264781,0.2075289575,-7200,,-7200,,,,-247,-7447,-9839,-3279.666667,194,25776,9.548434895,,,,,583,87,-93,670,-0.480620155,0.006674504222,-0.007134814858,0.02669801689,-0.02853925943,0.1298507463,0.9981587575,1.105277417,7.204301075,21.97560976,0.1973910715,0.2305632241,0.3631842699,0.5464172662,0.05864417116,-1.282867296,-1.078452627,0.2969784173,0.3618992806,295.9103478,-0.05469751434,97.16666667,-0.7649193548,-93268.08435,15.75889126,9.509980847,843,8016.913854,,6,,46,,280,0.6184971098,76,0.2714285714,1.054054054,,,,,,,48.61384286,48.61384286,50.01428571,141.5285714,140.5571429,7.592105263,,,,,,,,Q1,Q1-20,2020-01-01T00:00:00.0000000,17
3720510,95,â‚¬ (EUR),2,FinTech,12,Enterprise,2,United Kingdom,7,EU,2,Q1-FY20,2020-03-30T00:00:00.0000000,3896.64,861.192,4341.384,1.872722075,974.16,2841.48,0.2243892731,1.909677419,,,,79.92,894.24,0.9179600887,2414.88,2.478935698,5.193905817,1153.44,1.184035477,3.272,455.76,0.4678492239,11.78787879,804.6,0.8259423503,3.869281046,-1520.64,,-1520.64,,,,204.12,-1316.52,-2923.884,-974.628,-18.36,4093.092,4.248925595,,,,,342.252,598.104,-88.344,940.356,0.9246242263,0.1724159402,-0.02546699875,0.6896637609,-0.101867995,0.6360399678,1.587795766,1.718938749,10.64425428,13.83241621,0.3949034028,0.2769824286,0.3404261732,0.6424914676,0.2945369926,0.1608254581,0.1977808021,0.7453071672,0.6734926052,144.7128,0.4363610377,85.563,-0.4002649508,17.50864222,35279.78582,25470.75523,0.05095706619,1297.91496,-6.25,4,1,30,0.16,158,,20,0.1265822785,,,,,,,,25.44177215,27.47711392,24.66227848,61.13620253,74.02237975,43.0596,,,,,,,,Q1,Q1-20,2020-01-01T00:00:00.0000000,9
3720511,86,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q2-FY20,2020-06-30T00:00:00.0000000,17772,2111,15722.876,0.5154760404,4443,14343,0.282581889,0.5817016732,,,,456,3987,0.8973666442,8527,1.91919874,0.2917739736,4866,1.095205942,0.4529710361,2752,0.6194013054,0.1775780916,908,0.2043664191,-0.007650273224,-4540,,-4540,,,,-8,-4548,-5122,-1707.333333,,20654,8.283136154,,,,,1363,867,-119,2230,0.1488923235,0.0636953157,-0.008742494312,0.2547812628,-0.03496997725,0.3887892377,1.219811286,1.129822068,18.7394958,16.41210375,0.1957038826,0.2169799184,0.4146448567,0.5997776837,0.4121436939,-1.16841157,-1.102185937,0.2830827864,0.3459665467,334.5292766,0.03181347431,1363,3.090636255,-38225.60664,5.195745849,1.764131989,4866,8584.266258,,1,,47,,269,0.4083769634,74,0.2750929368,0.6818181818,,,,,,,58.44935316,58.44935316,66.0669145,126.795539,76.16356877,28.52702703,,,,,,,,Q2,Q2-20,2020-04-01T00:00:00.0000000,18
3720512,95,â‚¬ (EUR),2,FinTech,12,Enterprise,2,United Kingdom,7,EU,2,Q2-FY20,2020-06-30T00:00:00.0000000,4631.04,725.976,5067.36,1.631224764,1157.76,3549.96,0.2284739983,1.576923077,,,,132.84,1024.92,0.885261194,1640.52,1.416977612,1.052702703,874.8,0.7555970149,0.9708029197,394.2,0.3404850746,4.447761194,371.52,0.3208955224,0.2600732601,-615.6,,-615.6,,,,438.48,-177.12,-1384.236,-461.412,-2.16,2706.696,3.769666583,,,,,448.092,303.156,-79.704,751.248,0.7849627919,0.07015921418,-0.01844584968,0.2806368567,-0.07378339874,0.4035365152,1.206853458,1.600839478,9.425474255,13.82710491,0.3844262945,0.2903549811,0.3778447387,0.7302681992,0.524459702,0.2065213875,0.1522197,0.7429885057,0.6702426564,149.04,0.3156123822,112.023,1.199893955,16.33414211,38318.43618,27155.29119,0.06487820935,1761.786666,,4,,34,,142,,18,0.1267605634,,,,,,,,33.04225352,35.6856338,32.61295775,46.21183099,38.99256338,40.332,,,,,,,,Q2,Q2-20,2020-04-01T00:00:00.0000000,10
3720513,95,â‚¬ (EUR),2,FinTech,12,Enterprise,2,United Kingdom,7,EU,2,Q3-FY20,2020-09-30T00:00:00.0000000,5408.64,667.656,5735.016,0.9403661344,1352.16,4309.2,0.2357726639,1.280510018,,,,183.6,1168.56,0.8642172524,2009.88,1.486421725,0.340778098,1008.72,0.7460063898,0.2305665349,511.92,0.3785942492,2.139072848,489.24,0.3618210863,-0.1793478261,-841.32,,-841.32,,,,266.76,-574.56,-2046.708,-682.236,464.4,1124.388,1.966318308,,,,,138.672,955.044,-356.292,1093.716,0.04197962753,0.1912951306,-0.07136521946,0.7651805222,-0.2854608778,0.8732102301,1.479719644,1.41363217,3.069718096,5.961302682,0.3017494079,0.2939521141,0.4082733391,0.8513447433,0.3262096987,-0.1957240912,0.1444197927,0.6292176039,0.6875305623,159.306,0.1857793044,69.336,-0.3533115084,20.9785849,19746.3561,3503.468202,0.1375389575,481.8633643,,2,,36,,158,,14,0.08860759494,,,,,,,,33.60886076,36.29756962,34.23189873,50.88303797,51.81539241,47.68971429,,,,,,,,Q3,Q3-20,2020-07-01T00:00:00.0000000,11
3720514,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q3-FY18,2018-09-30T00:00:00.0000000,167.24,,206.496,,41.81,,0.2024736557,,,,,37.251,4.559,0.1090408993,758.511,18.14185602,,132.996,3.180961492,,264.18,6.318584071,,361.335,8.642310452,,-753.952,,-753.952,,,,,-753.952,-753.952,-251.3173333,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,9.386181818,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,Q3,Q3-18,2018-07-01T00:00:00.0000000,1
3720515,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q1-FY18,2017-04-30T00:00:00.0000000,200,,,,50,,,,,,,,50,,651,13.02,,80,1.6,,303,6.06,,269,5.38,,-601,,-601,,,,,-601,,,700,926,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1,Q1-18,2018-01-01T00:00:00.0000000,1
3720516,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q4-FY18,2018-12-30T00:00:00.0000000,330.628,178.128,384.624,,82.657,,0.2149033862,,,,,38.924,43.733,0.5290900952,667.532,8.075928234,,137.972,1.669211319,,244.575,2.95891455,,284.985,3.447802364,,-623.799,,-623.799,,,,,-623.799,-623.799,-207.933,,,,,,,,173.12508,5.00004,0,178.12512,,0.0242137378,0,0.09685495119,0,35.624739,1.096854951,,,,,,,,0.2855535196,,,,,11.31247059,,14.42709,,17.56751701,,,0.03053224415,,,12,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,Q4,Q4-18,2018-10-01T00:00:00.0000000,2
3720517,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q1-FY19,2019-03-30T00:00:00.0000000,543.304,182.148,566.772,,135.826,,0.2396483948,,,,,39.929,95.897,0.7060283009,685.465,5.046640555,,166.522,1.225995023,,246.683,1.816169216,,272.26,2.004476315,,-589.568,,-589.568,,,,,-589.568,-589.568,-196.5226667,,,,,,,,84.90216,97.24992,0,182.15208,,0.2528460216,0,1.011384086,0,0.5338940955,2.011384086,,,,,,,,0.3089516392,,,,,12.32113043,,7.07518,,15.5384018,,,0.02998973933,,,12,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,Q1,Q1-19,2019-01-01T00:00:00.0000000,3
3720518,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q2-FY18,2017-07-30T00:00:00.0000000,56,,,,14,,,,,,,,14,,449,32.07142857,,30,2.142857143,,224,16,,195,13.92857143,,-435,,-435,,,,,-435,-487,-162.3333333,800,1239,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,Q2-18,2018-04-01T00:00:00.0000000,2
3720519,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q2-FY19,2019-06-30T00:00:00.0000000,613.328,117.684,684.456,,153.332,413.625,0.2240202438,,,,,39.953,113.379,0.7394346907,669.506,4.366381447,,178.294,1.162797068,,227.098,1.481086792,,264.114,1.722497587,,-556.127,,-556.127,,,,,-556.127,-556.127,-185.3756667,,,,,,,,145.06848,9.138,-36.51912,154.20648,,0.01612285126,-0.0644333924,0.06449140503,-0.2577335696,0.05925821016,0.8067578354,,4.222623108,,,,0.1020699472,0.4182765385,0.2116135343,,,,,11.4076,,9.671232,,24.5867277,,1447.299572,0.02261348915,32.72849318,11.5,15,-1,60,-0.08695652174,,,,,,,,,,,,,,,,,,,,,,,,,Q2,Q2-19,2019-04-01T00:00:00.0000000,4
3720520,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q3-FY18,2017-10-30T00:00:00.0000000,56,,,,14,,,,,,,,14,,574,41,,88,6.285714286,,304,21.71428571,,182,13,,-560,,-560,,,,,-560,-540,-180,1252,1951,11.39824732,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3,Q3-18,2018-07-01T00:00:00.0000000,3
3720521,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q4-FY18,2018-01-30T00:00:00.0000000,716,,936,,179,257,0.1912393162,,,,,,179,,806,4.502793296,,97,0.5418994413,,425,2.374301676,,285,1.592178771,,-627,,-627,,,,,-627,-204,-68,11195,12942,104.3709677,,,,,,,,0,,,,,,,,,,,,,,0.8711864407,,,,,,187.2,,,,,,,24.25,,,4,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Q4,Q4-18,2018-10-01T00:00:00.0000000,4
3720522,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q3-FY19,2019-09-30T00:00:00.0000000,911.04,347.34,1031.796,3.996687587,227.76,599.575,0.2207413093,4.447500598,,,,42.905,184.855,0.8116218827,737.444,3.237811732,-0.02777415225,205.115,0.9005751668,0.542264429,280.021,1.229456445,0.05996290408,252.308,1.107780119,-0.3017338481,-552.589,,-552.589,,,,,-552.589,-552.589,-184.1963333,,,,,,,,301.82004,70.5168,-25.00008,372.33684,,0.1030253664,-0.03652523091,0.4121014657,-0.1461009236,0.1893898009,1.266000542,1.295249354,14.89342594,14.41534545,0.3554136523,,0.1885651805,0.6365199745,0.6285684297,0.1238059627,0.5746189735,1.199733102,1.081257096,13.22815385,0.40932214,15.091002,,8.731123266,,3870.517355,0.01898591622,73.48531822,7.5,20,-2,78,-0.1333333333,,,,,,,,,,,,,,,,,,,,,,,,,Q3,Q3-19,2019-07-01T00:00:00.0000000,5
3720523,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q4-FY19,2019-12-30T00:00:00.0000000,1271.352,328.788,1360.584,2.537439161,317.838,834.756,0.2336040994,2.845264164,,,,52.361,265.477,0.8352588426,696.459,2.191238933,0.04333425214,148.664,0.4677351355,0.07749398429,315.199,0.991697028,0.2887621384,232.596,0.7318067695,-0.1838307279,-430.982,,-430.982,,,,,-430.982,-430.982,-143.6606667,,,,,,,,421.39992,2.3844,-94.99992,423.78432,1.379138439,0.00231091897,-0.09207226861,0.00924367588,-0.3682890744,0.005626446962,0.6409546014,1.181274266,4.460891335,7.235408172,0.4583551327,,0.3097818685,0.9441922716,0.7628810484,-0.01332537342,0.2944996292,1.397032615,1.346594236,13.8835102,0.2272748111,16.8559968,0.168357361,6.496059879,,1739.328188,0.01810294648,31.48696509,3.9,25,-5,98,-0.2564102564,,,,,,,,,,,,,,,,,,,,,,,,,Q4,Q4-19,2019-10-01T00:00:00.0000000,6
3720524,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q1-FY19,2018-04-30T00:00:00.0000000,1304,840,1776,,326,533,0.1835585586,5.52,,,,130,196,0.6012269939,1452,4.45398773,1.230414747,539,1.653374233,5.7375,560,1.717791411,0.8481848185,353,1.082822086,0.312267658,-1256,,-1256,,,,,-1256,209,69.66666667,0,13151,-15781.2,,,,,840,0,0,840,,0,0,0,0,0,1,,,,,,0.3943248532,0.5344827586,,,0.1203752345,,1.464190981,197.3333333,,210,,12.80714286,,,134.75,,,4,0,9,0,44.33333333,,1,0.02255639098,,,,,,,,40.06015038,40.06015038,29.41353383,131.0075188,-18.85714286,840,,,,,,,,Q1,Q1-19,2019-01-01T00:00:00.0000000,5
3720525,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q2-FY19,2018-07-30T00:00:00.0000000,2924,1371,3147,,731,1250,0.2322847156,51.21428571,,,,271,460,0.6292749658,2455,3.358413133,4.467706013,1145,1.566347469,37.16666667,856,1.170998632,2.821428571,454,0.6210670315,1.328205128,-1995,,-1995,,,,,-1995,-2584,-861.3333333,19953,30520,77.10315789,,,,,1371,0,0,1371,,0,0,0,0,0,1,,,,,,0.272202629,0.4542536116,0.5305727554,,47.66388571,,1.534510433,242.0769231,,342.75,,15.92607744,,,286.25,,,4,0,13,0,60.5,,2,0.03305785124,,,,,,,,52.01652893,52.01652893,48.33057851,162.3140496,170.8429752,685.5,,,,,,,,Q2,Q2-19,2019-04-01T00:00:00.0000000,6
3720526,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q3-FY19,2018-10-30T00:00:00.0000000,2924,252,3399,,731,1967,0.2150632539,51.21428571,,,,386,345,0.4719562244,3737,5.112175103,5.510452962,1636,2.238030096,17.59090909,1194,1.633378933,2.927631579,907,1.240766074,3.983516484,-3392,,-3392,,,,,-3392,-2775,-925,0,27745,31.06363127,,,,,252,0,0,252,,0,0,0,0,0,1,,,,,,0.2203959656,0.3453321627,0.09081081081,,47.51830198,,0.839332748,212.4375,,84,,100,,,545.3333333,,,3,0,16,0,77.36666667,,2,0.02585092632,,,,,,,,43.93364929,43.93364929,37.79405429,193.2098234,143.4726411,126,,,,,,,,Q3,Q3-19,2019-07-01T00:00:00.0000000,7
3720527,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q1-FY20,2020-03-30T00:00:00.0000000,1443.5,160.188,1520.772,1.683216532,360.875,1059.805,0.2372972411,1.656891906,,,,42.641,318.234,0.8818399723,677.752,1.878079667,-0.01125221565,121.316,0.3361718046,-0.2714716374,305.298,0.8459937652,0.2376126446,251.138,0.6959140977,-0.07758025417,-359.518,,-359.518,,,,,-359.518,-359.518,-119.8393333,,,,,,,,177.804,66.87396,-84.49152,244.67796,0.34326196,0.04915100579,-0.06209955548,0.1966040232,-0.2483982219,0.2733141963,0.9482058013,0.915479695,2.895887777,4.958310554,0.5023125332,,0.464373194,1.349800808,0.4455632263,-0.1088263443,-0.13515097,1.460079677,1.377733632,14.7647767,0.1983297131,12.70028571,0.7950477181,10.30574918,2069.238547,1629.078338,0.03217548602,52.41638728,2.722222222,14,-9,103,-0.3673469388,,,,,,,,,,,,,,,,,,,,,,,,,Q1,Q1-20,2020-01-01T00:00:00.0000000,7
3720528,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q4-FY19,2019-01-30T00:00:00.0000000,3380,628,4027,3.302350427,845,2633,0.209833623,3.720670391,,,,525,320,0.3786982249,4442,5.256804734,4.511166253,2044,2.418934911,20.07216495,1533,1.814201183,2.607058824,865,1.023668639,2.035087719,-4122,,-4122,,,,,-4122,-2881,-960.3333333,0,24864,26.37623762,,,,,668,0,-40,668,,0,-0.01176816711,0,-0.04707266843,0,0.9529273316,0.9882318329,16.7,78.275,0.3848835761,0.2958535674,0.1644876105,0.2462714392,0.2179798681,-0.7861417869,-0.3678218231,0.5762490679,0.4966442953,201.35,0.07558760684,133.6,,100,,3.962462801,408.8,1619.854793,4,5,-1,20,-0.25,93.1,,3,0.03222341568,,,,,,,,43.25456498,43.25456498,36.30504834,190.8485499,123.7808808,209.3333333,,,,,,,,Q4,Q4-19,2019-10-01T00:00:00.0000000,8
3720529,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q2-FY20,2020-06-30T00:00:00.0000000,1611.212,226.176,1746.948,1.552316,402.803,1309.276,0.2305752661,1.62699893,,,,38.359,364.444,0.9047698254,612.572,1.520773182,-0.08503881967,102.308,0.2539901639,-0.426183719,276.261,0.6858464311,0.2164836326,234.003,0.5809365869,-0.1140075876,-248.128,,-248.128,,,,,-248.128,-248.128,-82.70933333,,,,,,,,404.98488,58.13292,-236.93532,463.1178,2.003231771,0.03822602388,-0.1557997637,0.1529040955,-0.6231990549,0.1255251256,0.5297050406,0.8462164964,1.954616982,3.406944897,0.6677228813,0.5628716888,0.712039904,1.962251668,0.9115295331,0.3369748495,0.41165778,1.840122064,1.728227945,13.54223256,0.1871237209,13.499496,0.3958403645,5.999377825,2100.301452,1307.859415,0.01503284512,19.66084802,6.4375,30,-4,129,-0.1553398058,,,,,,,,,,,,,,,,,,,,,,,,,Q2,Q2-20,2020-04-01T00:00:00.0000000,8
3720530,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q3-FY20,2020-09-30T00:00:00.0000000,2425.708,1194.228,2941.176,1.850540223,606.427,1687.943,0.206185213,1.662570249,,,,57.369,549.058,0.9053983414,648.034,1.068610072,-0.1212431046,113.28,0.1867990706,-0.4477244473,278.846,0.4598179171,-0.004196113863,255.908,0.4219930841,0.01426827528,-98.976,,-98.976,,,,,-98.976,-98.976,-32.992,,,,,,,,1040.148,242.535,-88.4598,1282.683,2.444953231,0.1388333445,-0.05063669114,0.5553333779,-0.2025467646,0.1890841307,1.352786613,0.8679130142,14.50017974,4.781793122,1.678422368,0.9567195615,1.316110879,3.083426008,12.06583414,1.176581446,0.9886114723,3.932260775,3.1193736,20.56766434,0.5548401217,49.53085714,2.282145025,1.257209177,2278.549606,4486.954953,0.02049025352,91.93884454,4.607142857,21,-7,143,-0.2170542636,,,,,,,,,,,,,,,,,,,,,,,,,Q3,Q3-20,2020-07-01T00:00:00.0000000,9
3720531,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q4-FY20,2020-12-30T00:00:00.0000000,3380.576,1020.372,3961.548,1.911652643,845.144,2215.249,0.2133368067,1.65904014,,,,81.872,763.272,0.9031265678,854.093,1.010588728,0.2263363673,135.823,0.1607098909,-0.08637598881,354.374,0.4193060591,0.1242865618,363.896,0.4305727781,0.5644980997,-90.821,,-90.821,,,,,-90.821,-90.821,-30.27366667,,,,,,,,993.50028,88.3326,-61.4526,1081.83288,1.552791193,0.03003311086,-0.02089390269,0.1201324434,-0.08357561075,0.08165087384,1.036556833,0.966813572,17.60434676,6.518259842,3.261629985,1.731149436,2.501756238,4.220211666,11.23497869,1.551673697,1.299061194,5.502042405,4.461822574,24.6058882,0.7723103046,41.395845,1.455852685,1.768672461,5058.564108,15380.24771,0.01728802757,265.8941465,5.958333333,24,-6,161,-0.1678321678,,,,,,,,,,,,,,,,,,,,,,,,,Q4,Q4-20,2020-10-01T00:00:00.0000000,10
3720532,3192,$ (USD),1,HR Tech,8,Enterprise,2,United States,1,US,1,Q1-FY21,2021-03-30T00:00:00.0000000,4565.412,1187.22,5148.768,2.385627826,1141.353,2995.727,0.2216749716,2.16273779,,,,83.568,1057.785,0.9267816355,1258.078,1.102268974,0.8562512541,242.123,0.2121368236,0.9958043457,344.087,0.301472901,0.1270529122,671.868,0.5886592492,1.675294061,-200.293,,-200.293,,,,,-200.293,-200.293,-66.76433333,,,,,,,,1117.36056,184.11204,-114.26088,1301.4726,4.319124779,0.04647470019,-0.02884243823,0.1858988007,-0.1153697529,0.1414643996,1.070529048,0.9973943836,11.39036038,8.239942958,5.684571729,3.033324037,4.284678589,4.607249121,5.927416335,2.172585049,1.949695013,6.112532728,5.259870538,26.26922449,0.7791819697,27.934014,1.199479179,2.640636784,9866.407356,30862.55104,0.006837552998,211.0243284,8.05,40,-5,196,-0.1242236025,,,,,,,,,,,,,,,,,,,,,,,,,Q1,Q1-21,2021-01-01T00:00:00.0000000,11
3720533,162,$ (USD),1,Data & Analytics,1,Enterprise,2,United States,1,US,1,Q1-FY20,2019-04-30T00:00:00.0000000,3964,2468,6495,2.657094595,991,3298,0.1525789069,2.039877301,,,,599,392,0.3955600404,5125,5.171543895,2.529614325,2583,2.606458123,3.792207792,1682,1.697275479,2.003571429,860,0.8678102926,1.436260623,-4733,,-4733,,,,,-4733,-5257,-1752.333333,0,19607,14.45588597,,,,,2468,0,0,2468,1.938095238,0,0,0,0,0,1,0.9882318329,,118.975,0.3496332518,0.2048603393,0.1123953471,0.2047786177,0.4694692791,-1.661280178,-2.278497472,0.6370140389,0.3590712743,309.2857143,0.5673262548,2468,10.75238095,31.75031836,,,2583,,,1,0,21,0,107,1.413533835,3,0.02803738318,2,,,,,,,60.70093458,60.70093458,37.04672897,191.588785,196.5233645,822.6666667,,,,,,,,Q1,Q1-20,2020-01-01T00:00:00.0000000,9
